NO,農場,圃場名,農場ID,圃場ID
18,JA夢みなみ,染　赤坂　2,f2786a61-69e7-4396-a618-ad751d8814a6,28acb6fd-163f-4991-a7fb-2d8ea3300378
19,JA夢みなみ,地獄谷地　川音　1,f2786a61-69e7-4396-a618-ad751d8814a6,1cad548f-4299-42ec-9be3-3d61ee5e3d06
20,JA夢みなみ,福貫作　我妻1　1,f2786a61-69e7-4396-a618-ad751d8814a6,49318632-3e09-4ba9-8675-ec2fdab11359
21,JA夢みなみ,福貫作　我妻2　1,f2786a61-69e7-4396-a618-ad751d8814a6,596cb233-24b7-40cc-9f67-c8a64cc56dd1
22,JA夢みなみ,福貫作　我妻2　2,f2786a61-69e7-4396-a618-ad751d8814a6,a199a51f-ec9f-4bda-9531-48709960d571
23,JA夢みなみ,山白石鉢方　生田目源-1,f2786a61-69e7-4396-a618-ad751d8814a6,a13df574-e10b-4e82-8fe2-2b0c83bcd6d2
24,JA夢みなみ,山白石鉢方　生田目源-2,f2786a61-69e7-4396-a618-ad751d8814a6,d04d1b40-1931-4f1f-81db-99452f46594d
25,JA夢みなみ,山白石鉢方　生田目源-3,f2786a61-69e7-4396-a618-ad751d8814a6,53998827-b566-40b2-a00c-690eeedfb905
26,JA夢みなみ,畑田とくさい1-圃場,f2786a61-69e7-4396-a618-ad751d8814a6,b4181560-026c-428a-bcfd-725d5d1978f1
27,JA夢みなみ,畑田とくさい2-圃場,f2786a61-69e7-4396-a618-ad751d8814a6,6124e412-5509-4bb1-8bdf-d7a15a96b6b8
28,JA夢みなみ,畑田とくさい3-圃場,f2786a61-69e7-4396-a618-ad751d8814a6,c97c4f8e-213d-4e74-9e6f-336738748da2
29,JA夢みなみ,畑田147小室,f2786a61-69e7-4396-a618-ad751d8814a6,a86f41dd-e814-4a99-8db4-a29e3dea9342
30,JA夢みなみ,東大畑11　蛭田修功1,f2786a61-69e7-4396-a618-ad751d8814a6,af8d125f-a2c2-4616-8084-73cf04549ec1
31,JA夢みなみ,東大畑58　角田正之1,f2786a61-69e7-4396-a618-ad751d8814a6,935d15d3-9f5f-4909-8ff4-e3f47f9957e4
32,JA夢みなみ,東大畑59　角田正之2,f2786a61-69e7-4396-a618-ad751d8814a6,bba0eec8-7899-4f4d-b0a0-8a3cf272c5be
33,JA夢みなみ,東大畑60　蛭田修功2,f2786a61-69e7-4396-a618-ad751d8814a6,664e18bb-d4c2-4d19-b60e-33a13e4954f3
34,JA夢みなみ,東大畑再見形　蛭田1,f2786a61-69e7-4396-a618-ad751d8814a6,d49a9e32-cade-48ba-bb5c-4a0064237c79
35,JA夢みなみ,東大畑再見形　蛭田2,f2786a61-69e7-4396-a618-ad751d8814a6,40a0fb45-2d80-41b1-9ee2-96ba8eae2eca
36,JA夢みなみ,東大畑再見形　蛭田3,f2786a61-69e7-4396-a618-ad751d8814a6,35fed326-b857-4745-b963-a71a52ab5f3d
37,JA夢みなみ,大草188　佐川英雄1,f2786a61-69e7-4396-a618-ad751d8814a6,2c42ff2c-4f66-4c7c-b3fe-370c7d442ea3
38,JA夢みなみ,大草212　佐川健二1,f2786a61-69e7-4396-a618-ad751d8814a6,aa61fe0d-203d-4174-98c7-0b4d528a9b3d
39,JA夢みなみ,大草213　佐川健二2,f2786a61-69e7-4396-a618-ad751d8814a6,87f3fd6f-c450-4ce2-b87b-d05cc40aa8cd
40,JA夢みなみ,大草214　佐川健二,f2786a61-69e7-4396-a618-ad751d8814a6,a48ecec0-f4f1-4e8e-8630-d2ba9840b2b5
41,JA夢みなみ,木野内悟,f2786a61-69e7-4396-a618-ad751d8814a6,eae27079-920f-4861-8331-c4287ad75c3f
42,JA夢みなみ,新宿　1,f2786a61-69e7-4396-a618-ad751d8814a6,9f26e578-36ca-432c-9722-189ed9e890f5
43,JA夢みなみ,新宿　2,f2786a61-69e7-4396-a618-ad751d8814a6,3be930b0-a6f0-4e15-9c1d-fcf8cfeb7bea
44,JA夢みなみ,新宿　3,f2786a61-69e7-4396-a618-ad751d8814a6,3778b509-daf5-42c8-b38c-3705d92f2cab
45,JA夢みなみ,新宿　4,f2786a61-69e7-4396-a618-ad751d8814a6,6fa47e74-8f9b-41f1-a6f3-60ea2b3ba153
46,JA夢みなみ,新宿　5,f2786a61-69e7-4396-a618-ad751d8814a6,3d2b26d9-abd2-4695-9ca1-134549303b06
47,JA夢みなみ,草野太郎,f2786a61-69e7-4396-a618-ad751d8814a6,8c2f06db-328f-4662-a526-43ca5343e765
48,JA夢みなみ,安藤政則,f2786a61-69e7-4396-a618-ad751d8814a6,e1378de7-9c0e-4557-a9fb-af4d6564364a
49,JA夢みなみ,坂本昌行,f2786a61-69e7-4396-a618-ad751d8814a6,52c0cca1-e125-4f81-ad0f-596b0c58afa4
50,JA夢みなみ,鈴木義勝,f2786a61-69e7-4396-a618-ad751d8814a6,3a3e5fb8-9775-40a9-9c47-e819d990964d
51,JA夢みなみ,大森健男1,f2786a61-69e7-4396-a618-ad751d8814a6,dbd66de2-eaf9-458b-a438-3d40294dce72
52,JA夢みなみ,大森健男2,f2786a61-69e7-4396-a618-ad751d8814a6,5897f9ab-5b4a-457b-be7d-5f5d30936705
53,JA夢みなみ,大森健男3,f2786a61-69e7-4396-a618-ad751d8814a6,d5acd798-3689-4f0b-b7d8-c69624e9c647
54,JA夢みなみ,野崎吉男,f2786a61-69e7-4396-a618-ad751d8814a6,75119a32-23c8-420a-816f-8e1e86a261ed
55,JA夢みなみ,坂本定一,f2786a61-69e7-4396-a618-ad751d8814a6,d0d216e9-4af0-48b3-a2e4-900531bb1c4c
56,JA夢みなみ,北住政行,f2786a61-69e7-4396-a618-ad751d8814a6,55ea318e-c70c-40c0-97a0-55df8244d9f1
57,JA夢みなみ,草野栄治,f2786a61-69e7-4396-a618-ad751d8814a6,0c2aa71f-1b53-4379-ac1b-b759ca121171
58,JA夢みなみ,夢みなみ　踏瀬長峰1,f2786a61-69e7-4396-a618-ad751d8814a6,dd3c0831-47c1-4559-8f43-be13384d66be
59,JA夢みなみ,夢みなみ　踏瀬長峰2,f2786a61-69e7-4396-a618-ad751d8814a6,baff59e2-0704-45d9-bd68-34ed4666d932
60,JA夢みなみ,佐々木峰男1,f2786a61-69e7-4396-a618-ad751d8814a6,535b6d1e-dcc6-4d22-b96e-f8f3e926c894
61,JA夢みなみ,佐々木峰男2,f2786a61-69e7-4396-a618-ad751d8814a6,55a07b9f-af75-4d52-8462-2f2a176b8817
62,JA夢みなみ,佐々木峰男3,f2786a61-69e7-4396-a618-ad751d8814a6,1ad32a37-4461-40fb-a1e3-0b64f7c774b2
63,JA夢みなみ,泉崎4,f2786a61-69e7-4396-a618-ad751d8814a6,c0000dfe-0bfb-484a-a6ae-239a42fea222
64,JA夢みなみ,泉崎5,f2786a61-69e7-4396-a618-ad751d8814a6,2b6ebfce-5a59-4b59-9578-253a9e367882
65,JA夢みなみ,15-圃場,f2786a61-69e7-4396-a618-ad751d8814a6,18812e8c-f48a-4aa6-bb60-85cad8e5f563
66,JA夢みなみ,16-圃場,f2786a61-69e7-4396-a618-ad751d8814a6,4f245777-324c-4d8e-84b2-9001d2095d04
67,JA夢みなみ,後田　こしひかり　1,f2786a61-69e7-4396-a618-ad751d8814a6,685c3046-adae-403a-b7d3-905a5693406e
68,JA夢みなみ,後田　こしひかり　2,f2786a61-69e7-4396-a618-ad751d8814a6,7b6f3201-3d0e-4866-83bb-9681add1c062
69,JA夢みなみ,後田　ひとめぼれ　1,f2786a61-69e7-4396-a618-ad751d8814a6,164222ff-245a-480d-9a91-b821620ec809
70,JA夢みなみ,後田　ひとめぼれ　2,f2786a61-69e7-4396-a618-ad751d8814a6,904bf394-2d14-43b4-a10b-936d6c03f76e
71,JA夢みなみ,寺前13,f2786a61-69e7-4396-a618-ad751d8814a6,cdc6b201-6d5d-4539-9b8e-2e160442e876
72,JA夢みなみ,寺前14,f2786a61-69e7-4396-a618-ad751d8814a6,8b90b269-872f-4fba-ad4e-9c65bcf3891a
73,JA夢みなみ,寺前15,f2786a61-69e7-4396-a618-ad751d8814a6,2ba3197f-d398-4501-9087-e6da874e4620
74,JA夢みなみ,寺前16,f2786a61-69e7-4396-a618-ad751d8814a6,be6667e2-2910-4085-b8e4-3413be41c9b0
75,JA夢みなみ,寺前22,f2786a61-69e7-4396-a618-ad751d8814a6,5948f809-81a5-4503-ae2c-499023303bc6
76,JA夢みなみ,寺前23,f2786a61-69e7-4396-a618-ad751d8814a6,79b677c3-3225-4edb-9c71-c4fede9840bf
77,JA夢みなみ,寺前24,f2786a61-69e7-4396-a618-ad751d8814a6,771d2568-8519-48d9-bde3-08fdec5789f3
78,JA夢みなみ,寺前25,f2786a61-69e7-4396-a618-ad751d8814a6,ed63a176-e6ec-4c5a-a468-00634f44bd88
79,JA夢みなみ,寺前27,f2786a61-69e7-4396-a618-ad751d8814a6,092a920f-ec64-4861-9bd3-276040b31a69
80,JA夢みなみ,寺前28,f2786a61-69e7-4396-a618-ad751d8814a6,ef7d91ed-f4b3-4243-af17-a94c0b5d60b0
81,JA夢みなみ,寺前29,f2786a61-69e7-4396-a618-ad751d8814a6,5ee81c95-963b-40a4-9e4c-6cc08ff3e239
82,JA夢みなみ,石井18,f2786a61-69e7-4396-a618-ad751d8814a6,816ea65b-d415-444a-97ca-9374a23258f7
83,JA夢みなみ,石井19,f2786a61-69e7-4396-a618-ad751d8814a6,864b830b-e7e8-4a5b-8c0f-c5b0de984d54
84,JA夢みなみ,石井24,f2786a61-69e7-4396-a618-ad751d8814a6,d0e5cf34-96cb-486e-b8ee-8ac9eec1b148
85,JA夢みなみ,石井25,f2786a61-69e7-4396-a618-ad751d8814a6,ab1f204c-7e05-4183-aab9-8978d387d0c4
86,JA夢みなみ,石井26,f2786a61-69e7-4396-a618-ad751d8814a6,9559b8d2-e24c-4e81-9ef7-1374de1c1088
87,JA夢みなみ,石井27-イ,f2786a61-69e7-4396-a618-ad751d8814a6,c4369479-1ef6-4e7a-84ad-817740c1ac36
88,JA夢みなみ,石井28-ロ,f2786a61-69e7-4396-a618-ad751d8814a6,3e89c9fd-9c88-4f4d-915e-26648ae37179
89,JA夢みなみ,石井29-ハ,f2786a61-69e7-4396-a618-ad751d8814a6,501557f7-76e4-45f0-8406-73514ac9dd0e
90,JA夢みなみ,佐々木一成,f2786a61-69e7-4396-a618-ad751d8814a6,948e5b1c-d34e-4533-9a7c-854e84edc697
91,JA夢みなみ,箭内達秀,f2786a61-69e7-4396-a618-ad751d8814a6,8b24f96e-fbb8-41a9-843f-6a7284e8415c
92,JA夢みなみ,103-圃場,f2786a61-69e7-4396-a618-ad751d8814a6,d50a38a6-c817-494a-9f2b-f798c9c7d785
93,JA夢みなみ,110_圃場,f2786a61-69e7-4396-a618-ad751d8814a6,4e10c46a-732a-4ef4-8892-3da5b104814e
94,JA夢みなみ,111_圃場,f2786a61-69e7-4396-a618-ad751d8814a6,b31021b8-07c8-49cc-91f3-7f277dac59aa
95,JA夢みなみ,せきのうえ,f2786a61-69e7-4396-a618-ad751d8814a6,ec701a5a-d34b-48e7-8092-9b6e9a0a6931
96,JA夢みなみ,カラスカワ1,f2786a61-69e7-4396-a618-ad751d8814a6,73f622b4-f15c-43ef-b037-c8940204f120
97,JA夢みなみ,カラスカワ2,f2786a61-69e7-4396-a618-ad751d8814a6,5b3adac5-f4ae-4b96-a373-422f8b706545
98,JA夢みなみ,キノウチ10,f2786a61-69e7-4396-a618-ad751d8814a6,95b71179-7d5f-4159-9262-7d5f8c642376
99,JA夢みなみ,キノウチ12.15,f2786a61-69e7-4396-a618-ad751d8814a6,36459b96-e406-4c99-8838-589297b1db7d
100,JA夢みなみ,キノウチ16.17,f2786a61-69e7-4396-a618-ad751d8814a6,a3dc9dcd-25aa-49fc-9500-ba4a3ade17af
101,JA夢みなみ,キノウチ56.57.58,f2786a61-69e7-4396-a618-ad751d8814a6,c29375fe-fea4-425f-a3be-a09df572158f
102,JA夢みなみ,キノウチ59.60.61,f2786a61-69e7-4396-a618-ad751d8814a6,cb11f2e0-99a3-4547-8b5f-61989a4438b8
103,JA夢みなみ,キノウチ9,f2786a61-69e7-4396-a618-ad751d8814a6,3494636c-c105-43cd-b377-224d2183b2e8
104,JA夢みなみ,シモチョウジリ118,f2786a61-69e7-4396-a618-ad751d8814a6,722d3b86-c428-440a-b393-02acb9ae5ae0
105,JA夢みなみ,シモチョウジリ124,f2786a61-69e7-4396-a618-ad751d8814a6,49bf957f-caa6-4952-933b-991111c737cd
106,JA夢みなみ,シモチョウジリ3,f2786a61-69e7-4396-a618-ad751d8814a6,4e1ee368-eb16-4d3e-8867-760a0024a34e
107,JA夢みなみ,シンデン1,f2786a61-69e7-4396-a618-ad751d8814a6,273e5f29-5774-44cc-be2e-bc2c6e237375
108,JA夢みなみ,スミヨシ,f2786a61-69e7-4396-a618-ad751d8814a6,720292f7-aee5-45fd-8aa3-18115e2e0077
109,JA夢みなみ,八斗内16,f2786a61-69e7-4396-a618-ad751d8814a6,a8c98f36-d3aa-4497-84f0-ec62da671d44
110,JA夢みなみ,八斗内17,f2786a61-69e7-4396-a618-ad751d8814a6,0b499038-0381-4276-9457-c0561b11d487
111,JA夢みなみ,八斗内18,f2786a61-69e7-4396-a618-ad751d8814a6,7695d264-1fb6-4f84-b61a-ad20067c8f71
112,JA夢みなみ,八斗内19,f2786a61-69e7-4396-a618-ad751d8814a6,7ccfdcf1-f6e2-422c-a479-8800a94fcb24
113,JA夢みなみ,八斗内25,f2786a61-69e7-4396-a618-ad751d8814a6,3979a554-fb1e-42df-a14d-52f627c476bf
114,JA夢みなみ,八斗内26,f2786a61-69e7-4396-a618-ad751d8814a6,0842373b-d839-4e16-ba68-b71cbb2ba9a9
115,JA夢みなみ,八斗内27,f2786a61-69e7-4396-a618-ad751d8814a6,fe3b31e5-a897-471e-a55f-b08b0f01a92b
116,JA夢みなみ,フクダ,f2786a61-69e7-4396-a618-ad751d8814a6,c5410d94-2aaf-45f9-a451-3b26b464eaaf
117,JA夢みなみ,フクダ,f2786a61-69e7-4396-a618-ad751d8814a6,33454d11-73ce-4631-b5f6-92eca5270e40
118,JA夢みなみ,下天田161.164,f2786a61-69e7-4396-a618-ad751d8814a6,8bedeca1-0412-4ce3-ab62-1338e6f7c692
119,JA夢みなみ,下天田162,f2786a61-69e7-4396-a618-ad751d8814a6,5dd625a2-9ff7-48a4-b6de-f622bf9648b1
120,JA夢みなみ,下天田163,f2786a61-69e7-4396-a618-ad751d8814a6,0c9c48ca-9c14-4938-943e-cbaad1ec296c
121,JA夢みなみ,中畑畜産1,f2786a61-69e7-4396-a618-ad751d8814a6,8aa0260d-03f6-4b9b-b19f-cb31caa10289
122,JA夢みなみ,仲平35,f2786a61-69e7-4396-a618-ad751d8814a6,95914acc-0863-475e-b437-77f06524211d
123,JA夢みなみ,仲平36,f2786a61-69e7-4396-a618-ad751d8814a6,635c8c3e-f032-41ce-b55f-776917b80ec5
124,JA夢みなみ,仲平37,f2786a61-69e7-4396-a618-ad751d8814a6,fa48e353-66c3-49ca-9683-ee2b0f076002
125,JA夢みなみ,仲平38,f2786a61-69e7-4396-a618-ad751d8814a6,1b7d1230-7b9d-4ba6-990d-2ffa612b6aa3
126,JA夢みなみ,仲平40,f2786a61-69e7-4396-a618-ad751d8814a6,34568ffd-1908-4ebf-a450-ddd4baaa2ec0
127,JA夢みなみ,仲平41,f2786a61-69e7-4396-a618-ad751d8814a6,dde2c3c9-97b5-46a9-a1d4-52efe774b1f2
128,JA夢みなみ,仲平42,f2786a61-69e7-4396-a618-ad751d8814a6,4eb15c9a-2e38-480f-8e96-88a8e7239148
129,JA夢みなみ,借宿南86,f2786a61-69e7-4396-a618-ad751d8814a6,36bdf0ff-ed39-4d04-b8c2-e0f455ffb353
130,JA夢みなみ,吉田53,f2786a61-69e7-4396-a618-ad751d8814a6,1ecce315-9661-4cd5-b24d-ad56b954adfa
131,JA夢みなみ,吉田54,f2786a61-69e7-4396-a618-ad751d8814a6,5e99301a-2e5b-4869-bd41-385b7dae615e
132,JA夢みなみ,吉田55,f2786a61-69e7-4396-a618-ad751d8814a6,3e9f59f2-69c1-498e-a176-9df5e6ece841
133,JA夢みなみ,後栃本162　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,250511f2-eca2-403d-8fb3-5497af6fc5a5
134,JA夢みなみ,東新田15　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,f99034a8-0b68-4f8c-bb03-9bcebb751cb0
135,JA夢みなみ,東新田17　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,972f9fb0-5186-47fc-84b8-f56957a754bd
136,JA夢みなみ,東新田18　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,9b1cb416-7b0a-4c77-9e7f-3350bcc76959
137,JA夢みなみ,東新田1　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,4fdd5a6b-0f48-4fcc-b921-750839026c91
138,JA夢みなみ,東新田2　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,e00f897f-3cc2-45b4-8bb3-c7e2d491d5b1
139,JA夢みなみ,東新田31.32　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,5b5c76fa-aeae-44e9-843f-2514904770b1
140,JA夢みなみ,東新田33　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,45d4b457-f7ab-4310-829f-629655da530c
141,JA夢みなみ,新田東39　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,f0138cb0-5c7f-4822-8c22-c815b27c91d1
142,JA夢みなみ,新田東46　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,abf6b166-2864-4b03-a245-9947b846aaaa
143,JA夢みなみ,新田東4　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,7466d313-3efd-459a-b876-accfa549f795
144,JA夢みなみ,枇杷窪78,f2786a61-69e7-4396-a618-ad751d8814a6,909b31e6-a26e-40d3-8674-d3a5fc20d162
145,JA夢みなみ,枇杷窪79,f2786a61-69e7-4396-a618-ad751d8814a6,23eb2d65-d031-42b1-8fb6-82a5c3e00491
146,JA夢みなみ,枇杷窪80,f2786a61-69e7-4396-a618-ad751d8814a6,79730c22-7a15-44e8-ab59-69012421656c
147,JA夢みなみ,畑ケ作43,f2786a61-69e7-4396-a618-ad751d8814a6,b80dd8fb-3e3d-48a7-8e87-bee4cb989f53
148,JA夢みなみ,畑ケ作44,f2786a61-69e7-4396-a618-ad751d8814a6,53fd5bb2-de0e-428c-b82a-fb8935f0cd3b
149,JA夢みなみ,畑ケ作45,f2786a61-69e7-4396-a618-ad751d8814a6,dfb3cb30-1ac4-49d6-ab46-5e230d8f1644
150,JA夢みなみ,畑ケ作46,f2786a61-69e7-4396-a618-ad751d8814a6,117758eb-8f07-4dbd-9c81-4fbc42e9498e
151,JA夢みなみ,畑ケ作47,f2786a61-69e7-4396-a618-ad751d8814a6,883c88de-5961-4806-b8e0-1c1e2b810ffc
152,JA夢みなみ,西新田75-1　あきだわら,f2786a61-69e7-4396-a618-ad751d8814a6,0057c9f4-58bb-456e-acdf-b08252cb5c5e
153,JA夢みなみ,谷地中17,f2786a61-69e7-4396-a618-ad751d8814a6,e0343d86-164a-4e63-b9fe-a2b5fbb56c6d
154,JA夢みなみ,谷地中22,f2786a61-69e7-4396-a618-ad751d8814a6,2f993c9d-fc50-40ed-bd2f-549b41fe7036
155,JA夢みなみ,谷地中23,f2786a61-69e7-4396-a618-ad751d8814a6,c7eae9cd-c4c8-4927-b8aa-f069f7027b55
156,JA夢みなみ,谷地中24,f2786a61-69e7-4396-a618-ad751d8814a6,e3bbe7bb-3a71-402b-97b1-4f1fd1ec3e6e
157,JA夢みなみ,164-仁井田圃場,f2786a61-69e7-4396-a618-ad751d8814a6,1ad1cf9b-ae0a-4974-8e65-afd32ab9fec2
158,JA夢みなみ,165-仁井田圃場,f2786a61-69e7-4396-a618-ad751d8814a6,daed12f9-9255-4fd1-b2cf-08571079d3e8
159,JA夢みなみ,166-里白石長戸,f2786a61-69e7-4396-a618-ad751d8814a6,252160e4-6418-47f3-a63b-cc43e8c4bf38
160,JA夢みなみ,167-里白石長戸圃場,f2786a61-69e7-4396-a618-ad751d8814a6,5fbf1238-0ac1-4045-8091-8bb969b05d54
161,JA夢みなみ,172-浅川新宿圃場,f2786a61-69e7-4396-a618-ad751d8814a6,5834914d-2105-4ada-8987-6719eb25881a
162,JA夢みなみ,173-里白石長戸圃場,f2786a61-69e7-4396-a618-ad751d8814a6,0c5a9a18-86c8-4fb1-8cad-9a8b3272b540
163,JA夢みなみ,174-滝輪森下圃場,f2786a61-69e7-4396-a618-ad751d8814a6,459dee53-33b7-4cc0-b53d-7ab889d3034b
164,JA夢みなみ,175-滝輪森下圃場,f2786a61-69e7-4396-a618-ad751d8814a6,20dd731f-416c-4b32-8701-194196e543dd
165,JA夢みなみ,176-滝輪蔵石圃場,f2786a61-69e7-4396-a618-ad751d8814a6,02874741-beb4-421a-af74-0c7b3dc89edb
166,JA夢みなみ,179-滝輪蔵石圃場,f2786a61-69e7-4396-a618-ad751d8814a6,94e9824b-b72c-4f10-b020-dbb1df6af497
167,JA夢みなみ,180-滝輪蔵石圃場,f2786a61-69e7-4396-a618-ad751d8814a6,1ede39b3-c4a9-4cb8-b925-364a3cae802b
168,JA夢みなみ,181-滝輪蔵石圃場,f2786a61-69e7-4396-a618-ad751d8814a6,7cf0e752-5e91-46ed-8a9c-5f09a039729c
169,JA夢みなみ,183-古語宮圃場,f2786a61-69e7-4396-a618-ad751d8814a6,a98f68b7-707d-4b5a-8cc2-89966dcc0e32
170,JA夢みなみ,184-古語宮圃場,f2786a61-69e7-4396-a618-ad751d8814a6,b7a8c882-7030-4f1c-a1cb-5e0602308bd0
171,JA夢みなみ,185-古語宮圃場,f2786a61-69e7-4396-a618-ad751d8814a6,0764754b-0ad6-44b2-adfc-1913d8ef341e
172,JA夢みなみ,186-古語宮圃場,f2786a61-69e7-4396-a618-ad751d8814a6,df3dd023-65f7-48a8-b50f-a86861ae887d
173,JA夢みなみ,188-背戸谷地圃場,f2786a61-69e7-4396-a618-ad751d8814a6,fa526c17-1a5c-4c44-87f2-1ce48af33ea1
174,JA夢みなみ,190-背戸谷地圃場,f2786a61-69e7-4396-a618-ad751d8814a6,047b5ef1-3453-4561-96c1-0a9a2f81d119
175,JA夢みなみ,191-背戸谷地圃場,f2786a61-69e7-4396-a618-ad751d8814a6,9658ad09-a86a-46fc-852c-97a41abc279a
176,JA夢みなみ,193-滝輪県道圃場,f2786a61-69e7-4396-a618-ad751d8814a6,e53be8d7-d0f2-4399-84c6-34d65f2013aa
177,JA夢みなみ,浅川町滝輪字内田17-1,f2786a61-69e7-4396-a618-ad751d8814a6,7ca9c2a6-1c52-4b16-bbbc-2344786bf67d
178,JA夢みなみ,浅川町滝輪字内田35,f2786a61-69e7-4396-a618-ad751d8814a6,a6dcb3c4-4c4d-4879-ae7c-cd25c7b33b6b
179,JA夢みなみ,浅川町滝輪字内田36,f2786a61-69e7-4396-a618-ad751d8814a6,2f521eb9-58d0-4f46-86fc-fa5fa38482d2
180,JA夢みなみ,浅川町滝輪字内田37,f2786a61-69e7-4396-a618-ad751d8814a6,c9ddfdfc-6659-484f-8409-9a36163be055
181,JA夢みなみ,浅川町滝輪字滝輪63,f2786a61-69e7-4396-a618-ad751d8814a6,de1d2f4c-2519-435a-8874-7c36f8fe623e
182,JA夢みなみ,浅川町滝輪字滝輪65-1,f2786a61-69e7-4396-a618-ad751d8814a6,e03194e2-6ce8-4cc6-8f1c-ccf4a9fd9d72
183,JA夢みなみ,浅川町滝輪字滝輪68,f2786a61-69e7-4396-a618-ad751d8814a6,032e0ba4-52f0-41a7-95d9-2c73d386774e
184,JA夢みなみ,浅川町滝輪字滝輪76-2,f2786a61-69e7-4396-a618-ad751d8814a6,96bd418f-b825-4a49-8b39-95912bda8a61
185,JA夢みなみ,浅川町滝輪字滝輪79-1,f2786a61-69e7-4396-a618-ad751d8814a6,03f4f967-ff41-4083-a85e-62cac389698e
186,JA夢みなみ,浅川町滝輪字滝輪80-1,f2786a61-69e7-4396-a618-ad751d8814a6,a5351a76-9130-4005-9f20-2364fe5e475b
187,JA夢みなみ,浅川町滝輪字滝輪24-1.2.3,f2786a61-69e7-4396-a618-ad751d8814a6,fa666e7d-c84b-42c4-bfc4-006eeb7023b6
188,JA夢みなみ,浅川町滝輪字滝輪29,f2786a61-69e7-4396-a618-ad751d8814a6,c166528d-88e0-4e3e-8a1b-27aad1c68a11
189,JA夢みなみ,浅川町滝輪字滝輪30-1.2,f2786a61-69e7-4396-a618-ad751d8814a6,8623c68a-65c1-4d54-86d6-0c93ae81a6b5
